userName,score,content,at,clean_content,sentiment
Juniyardi Alamsyah,5,Sangat membantu,2026-03-24 03:05:33,sangat membantu,positif
habiba supu,5,sangat-sangat membantu,2026-03-24 02:55:18,sangatsangat membantu,positif
Teddy Suhardi,2,"saya cuman kecewa sekali hari ini, tapi nyebelin banget, bukan driver atau apa tapi masalah di maps, jelas jelas tujuan perjalanan yang saya tulis itu berbeda dengan lokasi yang benar, titik lokasi salah jauh banget estimasi waktu nya 1 jam salah nya, pesanan antar saya sama maps yang di driver sama, sama sama ga jelas, alamat sama titik lokasi beda, aneh banget, untung driver ramah jadi sedikit tenang",2026-03-24 02:50:14,saya cuman kecewa sekali hari ini tapi nyebelin banget bukan driver atau apa tapi masalah di maps jelas jelas tujuan perjalanan yang saya tulis itu berbeda dengan lokasi yang benar titik lokasi salah jauh banget estimasi waktu nya jam salah nya pesanan antar saya sama maps yang di driver sama sama sama ga jelas alamat sama titik lokasi beda aneh banget untung driver ramah jadi sedikit tenang,negatif
Anugrah Pradana,5,josst,2026-03-24 02:40:55,josst,positif
Rabani Debora Linda S,5,banget,2026-03-24 02:37:08,banget,positif
MIRWANSYAH MIRWANSYAH,1,aplikasi bodoh SE x susah x daftar ya,2026-03-24 02:34:49,aplikasi bodoh se x susah x daftar ya,negatif
Indah Utari,5,lumayan promonya,2026-03-24 02:23:48,lumayan promonya,positif
Khamtek 2019,1,"mau ganti email malah di suruh ganti nomor kan bisa ya di verifikasi aja lewat nomor yang lama . aneh banget , kalo lagi urgent butuh ojol keburu habis batre sama kouta ngurusnya mending make aplikasi lain yang udah bisa , gpp agak mahalan dikit tapi ga ribet",2026-03-24 02:22:01,mau ganti email malah di suruh ganti nomor kan bisa ya di verifikasi aja lewat nomor yang lama aneh banget kalo lagi urgent butuh ojol keburu habis batre sama kouta ngurusnya mending make aplikasi lain yang udah bisa gpp agak mahalan dikit tapi ga ribet,negatif
Suci Ramadani,5,senang banget,2026-03-24 02:20:08,senang banget,positif
Riza Amora,5,good job,2026-03-24 02:11:41,good job,positif
Abdurrahman al kahfi Akbar,5,Terima kasih,2026-03-24 01:58:06,terima kasih,positif
park istp,3,"saran, untuk gocar tambahin opsi non E-toll dan E-toll untuk perjalanan jauh. atau engga harga perjalanan jauh harus udah include masuk toll nya, takutnya ada driver nakal yang merugikan customer 🙏",2026-03-24 01:54:37,saran untuk gocar tambahin opsi non etoll dan etoll untuk perjalanan jauh atau engga harga perjalanan jauh harus udah include masuk toll nya takutnya ada driver nakal yang merugikan customer,netral
Rifai Ahmad,5,Sangat bermanfaat sekali,2026-03-24 01:42:15,sangat bermanfaat sekali,positif
John steven Thesman,5,bagus lebih murah cuma nyari driver nya yg lama sampai 10 menit,2026-03-24 01:28:18,bagus lebih murah cuma nyari driver nya yg lama sampai menit,positif
Tony Arifin (Paratuan),5,aman dan nyaman,2026-03-24 01:15:13,aman dan nyaman,positif
Feri Tanjung,1,"aplikasi nya ribet, bikin kesal sewaktu mau di pakai. tolong lah dibuat simpel aja buat digunakan, terlalu ribet",2026-03-24 01:13:06,aplikasi nya ribet bikin kesal sewaktu mau di pakai tolong lah dibuat simpel aja buat digunakan terlalu ribet,negatif
Hasan Gunawan,1,tidak bisa dipakai aplikasinya bodong disuruh tunggu 30 jam,2026-03-24 01:06:29,tidak bisa dipakai aplikasinya bodong disuruh tunggu jam,negatif
Sitiastri Fitriyah,1,driver selalu cancel apalagi driver mobil wkwk,2026-03-24 01:00:43,driver selalu cancel apalagi driver mobil wkwk,negatif
Ajizul Hakim,1,aplikasi memberi diskon pd costumer tetapi driver tidak mau jika costumer pesan pakai diskon,2026-03-24 00:56:39,aplikasi memberi diskon pd costumer tetapi driver tidak mau jika costumer pesan pakai diskon,negatif
Puji Suryanto,3,baik,2026-03-24 00:52:18,baik,netral
Wawan Hermawan,5,nice,2026-03-24 00:39:12,nice,positif
Har Tanto,5,puas,2026-03-24 00:37:53,puas,positif
Waldi Sanjaya,5,mantap,2026-03-24 00:14:33,mantap,positif
Ay Ling,2,"Akhir² ini lelet pollll... halaman kosong, padahal yang sebelah lancar² aja tuh.",2026-03-23 23:59:18,akhir ini lelet pollll halaman kosong padahal yang sebelah lancar aja tuh,negatif
Muhammad Miftahudin,5,cepet,2026-03-23 23:53:55,cepet,positif
Defa Refandani,4,mantap,2026-03-23 23:43:37,mantap,positif
Siti Nurlela,5,lumayan oke,2026-03-23 22:45:05,lumayan oke,positif
Adi Mahendra,1,"kasian mintra gojek yg dpt orderan jauh dr titik jemput, 1 pesanan bisa 5x atau lebih yg tolak driver, bukannya dapat mitra yg dekat titik jemput, malah yg jauh"" yg nerima",2026-03-23 22:37:52,kasian mintra gojek yg dpt orderan jauh dr titik jemput pesanan bisa x atau lebih yg tolak driver bukannya dapat mitra yg dekat titik jemput malah yg jauh yg nerima,negatif
Atep Tatang,5,bagus pelayanannya,2026-03-23 22:15:50,bagus pelayanannya,positif
Muhamad Suriyat,5,gojeg is the best,2026-03-23 22:10:54,gojeg is the best,positif
El Saka,5,nyaman,2026-03-23 21:31:15,nyaman,positif
Winandar Altarsius,5,bgus,2026-03-23 20:13:17,bgus,positif
Latief Sitepu,1,"pesan makanan nunggu 1 jam baru bisa di cancel karena tidak ketemu2 driver, setelah 1 jam karena sudah cape nunggu lama mau saya cancel aja eh tiba2 ada diver, setelah ada drivernya pun saya harus nunggu lagi sekitar ±30min keren.. makin kesini makin ga jls ini aplikasi",2026-03-23 19:41:09,pesan makanan nunggu jam baru bisa di cancel karena tidak ketemu driver setelah jam karena sudah cape nunggu lama mau saya cancel aja eh tiba ada diver setelah ada drivernya pun saya harus nunggu lagi sekitar min keren makin kesini makin ga jls ini aplikasi,negatif
Zaelani Mutaqin,5,the best,2026-03-23 18:59:03,the best,positif
Riamyzad gema sejati,1,"Buruk, udah 2 kali pesen makanan tapi cancel terus terusan mana sering telat lagi, perbaiki layanannya.",2026-03-23 18:51:53,buruk udah kali pesen makanan tapi cancel terus terusan mana sering telat lagi perbaiki layanannya,negatif
Yentik Maretno,1,kalau pesan makanan gak ada kepastian,2026-03-23 18:42:52,kalau pesan makanan gak ada kepastian,negatif
Immanuel Manalu,5,KEREN,2026-03-23 18:40:52,keren,positif
Tol Abi,1,aplikasi ngerjain sumpah .... gila baru donload nyobain pake aplikasi ini parah ini . lebih cepat pake grab daripada plikasi,2026-03-23 18:22:54,aplikasi ngerjain sumpah gila baru donload nyobain pake aplikasi ini parah ini lebih cepat pake grab daripada plikasi,negatif
Al Zam zam,1,"aplikasi sampah,telek,mbut status mencari driver Mulu,padahal disekitar banyak yg nongkrong,lu mau kasih driver yg jaraknya 5km dr gw ,sampah mending pakai aplikasi lain banyak aplikasi skrg bukan gojek doang",2026-03-23 17:46:43,aplikasi sampahtelekmbut status mencari driver mulupadahal disekitar banyak yg nongkronglu mau kasih driver yg jaraknya km dr gw sampah mending pakai aplikasi lain banyak aplikasi skrg bukan gojek doang,negatif
Satria pkl,1,aplikasi bodoh susah dapetin driver (pekalongan),2026-03-23 17:43:52,aplikasi bodoh susah dapetin driver pekalongan,negatif
Rio Putra Purbowanto,1,"DRIVER GOJEK SKRNG BANYAK YG MANJA, KURANG KOMUNIKASI, BANYAK YG DICANCEL TANPA KONFIRMASI DARI DRIVER, TOLONG UNTUK PENDAFTARAN MITRA GOJEK LEBIH DIPERKETAT, SKRNG JADI DRIVER GOJEK CUMA NUMPANG BUAT KOMUNITAS AJA KEBANYAKAN SEPERTI ITU, BIAR KALAU ADA MASALAH DIJALAN ADA YG BELA ENTAH DRIVER GOJEK SALAH ATAU TIDAKNYA",2026-03-23 17:11:47,driver gojek skrng banyak yg manja kurang komunikasi banyak yg dicancel tanpa konfirmasi dari driver tolong untuk pendaftaran mitra gojek lebih diperketat skrng jadi driver gojek cuma numpang buat komunitas aja kebanyakan seperti itu biar kalau ada masalah dijalan ada yg bela entah driver gojek salah atau tidaknya,negatif
saha wae,5,Excellent,2026-03-23 17:05:48,excellent,positif
Farhan Coy,1,penganangan masalah,2026-03-23 16:59:26,penganangan masalah,negatif
Muhammad Mujahiddin,5,baik,2026-03-23 16:57:26,baik,positif
Sri Rahayu,1,"aplikasi yg batalin bisa, giliran cust nunggu pesanan sejam lebih dan mau dibatalinn malah gabisa. diluar sana banyak driver mau dapet orderan tp sistem lu malah gajelas.",2026-03-23 16:55:14,aplikasi yg batalin bisa giliran cust nunggu pesanan sejam lebih dan mau dibatalinn malah gabisa diluar sana banyak driver mau dapet orderan tp sistem lu malah gajelas,negatif
believe karma,1,"aplikasi ga jelas , ...",2026-03-23 16:54:36,aplikasi ga jelas,negatif
Dimas Adiyatma,4,ngasi bintang 4 karna baru aja si,2026-03-23 16:52:19,ngasi bintang karna baru aja si,positif
Baim Putrawali,5,oke banget,2026-03-23 16:45:42,oke banget,positif
Abdul Malik roziqi,1,"lelet bet dah,tidak rekomen dasi apk ini",2026-03-23 16:42:11,lelet bet dahtidak rekomen dasi apk ini,negatif
Ah Store,1,driver sering nolak orderan,2026-03-23 16:35:29,driver sering nolak orderan,negatif
Agus sunarto,5,mantabbbb tngkatkan slalu pelayanan buat coustamur,2026-03-23 16:35:10,mantabbbb tngkatkan slalu pelayanan buat coustamur,positif
Abdul Khafid,1,aplikasi kikir,2026-03-23 16:32:54,aplikasi kikir,negatif
Andi Syamsul qodri,4,ok,2026-03-23 16:31:51,ok,positif
herna lana,1,"sejam dua jam nunggu driver ga kunjung dtg, udh dpt malah gada respon dan harus cari lagi, sangat kecewa.",2026-03-23 16:26:47,sejam dua jam nunggu driver ga kunjung dtg udh dpt malah gada respon dan harus cari lagi sangat kecewa,negatif
eee tyui,1,susah dapet driver setiap pesan gofood,2026-03-23 16:24:05,susah dapet driver setiap pesan gofood,negatif
Budyono Lukito,5,sangat membantu sekali,2026-03-23 16:20:47,sangat membantu sekali,positif
rexi,1,nunggu lama bgt malah resto tutup kocak laper Berjam jam,2026-03-23 16:18:20,nunggu lama bgt malah resto tutup kocak laper berjam jam,negatif
wellyrinaldy sihombing,5,TOP 👍🫰,2026-03-23 16:13:44,top,positif
Bintsng R,1,malas,2026-03-23 16:11:42,malas,negatif
Tasrip Agray,5,mantap,2026-03-23 15:56:32,mantap,positif
Sabar Rudin,5,lancar,2026-03-23 15:52:59,lancar,positif
Arief Rakhman Darus,1,gajelas busuk uda nunggu sejam lebih ujungnya dicancel sistem,2026-03-23 15:48:08,gajelas busuk uda nunggu sejam lebih ujungnya dicancel sistem,negatif
Indra Kholis 2,1,"Kalau sudah lewat dari jam 00:00, akan sangat susah untuk order gojek, walau pun titik jemputnya di perkotaan. Padahal tidak hujan.",2026-03-23 15:44:54,kalau sudah lewat dari jam akan sangat susah untuk order gojek walau pun titik jemputnya di perkotaan padahal tidak hujan,negatif
Marlia Shinta,2,kok sekarang gojek makin lama aja ya mau express atau hemat pun susah sekarang sering gak dapat driver nya juga apalagi kalau pesan makanan express atau pun driver lama padahal lebih mahal ongkir express tetap aja lama tolong ya kak di perbaiki lagi,2026-03-23 15:41:15,kok sekarang gojek makin lama aja ya mau express atau hemat pun susah sekarang sering gak dapat driver nya juga apalagi kalau pesan makanan express atau pun driver lama padahal lebih mahal ongkir express tetap aja lama tolong ya kak di perbaiki lagi,negatif
ratna wibawa,1,pembelian gopulsa lenyap tidak dikirim ke user laporan cuman no respon,2026-03-23 15:40:22,pembelian gopulsa lenyap tidak dikirim ke user laporan cuman no respon,negatif
Azzahra Ramadhani Putri,1,jangan jemput aku,2026-03-23 15:38:34,jangan jemput aku,negatif
Yanwar Abdillah,1,"mesen gofood lama banget, susah dapet driver!!!! nyusahin customer udah nunggu waktu berjam"". mikir"" lagi deh yg mau download ini aplikasi, bukannya mempermudah malah bikin ribet. nunggu pembatalan aja sampe se jam",2026-03-23 15:33:50,mesen gofood lama banget susah dapet driver nyusahin customer udah nunggu waktu berjam mikir lagi deh yg mau download ini aplikasi bukannya mempermudah malah bikin ribet nunggu pembatalan aja sampe se jam,negatif
PANDEGA ARYA PRABU,1,"pesanan malah ilang, udah bayar",2026-03-23 15:32:40,pesanan malah ilang udah bayar,negatif
Firman Budiarto,1,"gajelas sok sok buat sistem double order gofood cuma nunggunya bisa sampe sejam lebih, benerin dulu dah sistemnya baru update rating",2026-03-23 15:27:53,gajelas sok sok buat sistem double order gofood cuma nunggunya bisa sampe sejam lebih benerin dulu dah sistemnya baru update rating,negatif
Dedy Kurniawan,5,good lah,2026-03-23 15:22:58,good lah,positif
Afria Dewi19,1,lagi kesel sm gojek. gara2 pesen gofood udah nunggu sejam tapi gak ada konfirmasi apa2 tau2 batal,2026-03-23 15:02:24,lagi kesel sm gojek gara pesen gofood udah nunggu sejam tapi gak ada konfirmasi apa tau batal,negatif
Bambanghs link,5,bagus,2026-03-23 15:02:20,bagus,positif
Aviory Putera mahyulli,1,aplikasi sering ngebug dan sistem pencarian driver tidak jelas bahkan driver selalu membatalkan pesanan padahal jarak titik jemput tidak jauh,2026-03-23 15:01:18,aplikasi sering ngebug dan sistem pencarian driver tidak jelas bahkan driver selalu membatalkan pesanan padahal jarak titik jemput tidak jauh,negatif
Syakira Dwi Yantari,1,"buat anak² kost atau yg dh ga tahan pengen makan jangan pake aplikasi ini yaa!!! yang ada kalian bakal ""keot"" karna kelaparan nunggu acc nya",2026-03-23 14:58:18,buat anak kost atau yg dh ga tahan pengen makan jangan pake aplikasi ini yaa yang ada kalian bakal keot karna kelaparan nunggu acc nya,negatif
Edo Pratama,1,aplikasi tidak becus... pengiriman lama...susah dapat driver...tidak becus....matikan saja aplikasi ini,2026-03-23 14:55:32,aplikasi tidak becus pengiriman lamasusah dapat drivertidak becusmatikan saja aplikasi ini,negatif
Renadenta Gea,3,sebenernya aplikasi ini bagus cuma mungkin karena ada mode hemat jadi para driver malas ambil ya karena mereka juga rugi? kaya lama bangett dapet nya padahal di map terlihat dekat dari lokasi customer :(,2026-03-23 14:51:39,sebenernya aplikasi ini bagus cuma mungkin karena ada mode hemat jadi para driver malas ambil ya karena mereka juga rugi kaya lama bangett dapet nya padahal di map terlihat dekat dari lokasi customer,netral
Rachmat Hartono,1,jemputnya jauh2 klw comport dan orderan makin sepi karna ulah aplikasinya,2026-03-23 14:46:22,jemputnya jauh klw comport dan orderan makin sepi karna ulah aplikasinya,negatif
Citra Fadillah,1,KECEWA SISTEM GAJELAS ORDER HEMAT DAPAT DRIVER YANG JAUH PADAHAL ADA DRIVER YANG DEKET BANYAK,2026-03-23 14:40:41,kecewa sistem gajelas order hemat dapat driver yang jauh padahal ada driver yang deket banyak,negatif
Dika Samudra,1,"sekiranya udh sepi driver mending tutup aja aplikasi, nunggu sejam buat cancel makanan? lama lama gatau malu ini aplikasi",2026-03-23 14:36:09,sekiranya udh sepi driver mending tutup aja aplikasi nunggu sejam buat cancel makanan lama lama gatau malu ini aplikasi,negatif
Eri 2000,5,bagus,2026-03-23 14:35:55,bagus,positif
Akmal Reaper,1,Mendapatkan Driver sangat lama,2026-03-23 14:29:42,mendapatkan driver sangat lama,negatif
Fajar Small,5,bagus,2026-03-23 14:23:24,bagus,positif
Sitti Aisyah,3,"ga dapet dapet driver ,jadi kelaparan karena pesanan ga di kirim kirim",2026-03-23 14:20:19,ga dapet dapet driver jadi kelaparan karena pesanan ga di kirim kirim,netral
Nanda Syahputra,5,sangat bagus dan rekomendasi banget,2026-03-23 14:17:58,sangat bagus dan rekomendasi banget,positif
Dwi Septian,1,"terlalu banyaknya potongan jd terkadang bnyk driver yg menolak layanan gofood,yg gilaaa pihak aplikasinya ke drivernya ikut²an malas jadinya",2026-03-23 14:14:42,terlalu banyaknya potongan jd terkadang bnyk driver yg menolak layanan gofoodyg gilaaa pihak aplikasinya ke drivernya ikutan malas jadinya,negatif
muhammad maulana,1,1 jam menunggu tidak dapat driver untuk pengantaran makanan. karena menggunakan salah satu promo.,2026-03-23 14:04:28,jam menunggu tidak dapat driver untuk pengantaran makanan karena menggunakan salah satu promo,negatif
MPs,3,"kalau memang harus ada penilaian dari driver untuk pelanggan, tolong biarin pelanggan liat nilainya. Tidak adil kalau customer memberi nilai 5 sedangkan driver me rating lebih kecil dari itu yg menyebabkan rating pelanggan turun dan susah pesan gojek",2026-03-23 14:03:38,kalau memang harus ada penilaian dari driver untuk pelanggan tolong biarin pelanggan liat nilainya tidak adil kalau customer memberi nilai sedangkan driver me rating lebih kecil dari itu yg menyebabkan rating pelanggan turun dan susah pesan gojek,netral
Hamdan Yuapi,1,gjls lma bener penjemputan,2026-03-23 14:03:11,gjls lma bener penjemputan,negatif
Hendra Nata,5,sangat membantu perjalanan saya,2026-03-23 14:02:22,sangat membantu perjalanan saya,positif
VELIA,5,"Tolong lebih baik ke driver, pembeli jadi susah dapat driver. tolong jangan potong banyak-banyak dari pendapatan driver. kalau dapat driver susah, kalianpun bakalan rugi. Karena banyak orderan yang ngga selesai",2026-03-23 13:56:36,tolong lebih baik ke driver pembeli jadi susah dapat driver tolong jangan potong banyakbanyak dari pendapatan driver kalau dapat driver susah kalianpun bakalan rugi karena banyak orderan yang ngga selesai,positif
Desi Mayasari Siregar,2,"SANGATTTTTTT BURUKKKKK PELAYANAN DRIVER GOFOOD, SUDAH AMBIL PESANAN MALAH DIBATALIN, NUNGGU BERJAM² TIDAK DAPAT² DRIVER NYAAAAA, TOLONG DIPERBAIKI",2026-03-23 13:52:59,sangattttttt burukkkkk pelayanan driver gofood sudah ambil pesanan malah dibatalin nunggu berjam tidak dapat driver nyaaaaa tolong diperbaiki,negatif
Anniss Pranataa,3,uda 5 kali tiap beli gofood gapernah dapet driver sampe harus di batalin,2026-03-23 13:49:10,uda kali tiap beli gofood gapernah dapet driver sampe harus di batalin,netral
Hafizh Badruz zaman,1,PERBAIKIN SISTEM PENCARIAN DRIVER! MASA HAMPIR 3 JAM ORDER GA DAPET DRIVER!,2026-03-23 13:43:29,perbaikin sistem pencarian driver masa hampir jam order ga dapet driver,negatif
Risang Sahara,1,jelek skrng,2026-03-23 13:33:44,jelek skrng,negatif
Reni Afika,1,"apk nya TDK bisa di akses menggunakan pencarian,saat ingin mengetik makanan yg kita inginkan malah error,mohon di perhatikan yh",2026-03-23 13:27:54,apk nya tdk bisa di akses menggunakan pencariansaat ingin mengetik makanan yg kita inginkan malah errormohon di perhatikan yh,negatif
Bang Benz,5,Semua Mobil Ada Yang Bersih Dan Kotor Yang Penting Special Banger Drivernya,2026-03-23 13:26:52,semua mobil ada yang bersih dan kotor yang penting special banger drivernya,positif
Agung Sumastoro,1,"susah sekali untuk komunikasi dengan customer servicenya, komplain mengapa top up belum masuk saja susah...",2026-03-23 13:20:42,susah sekali untuk komunikasi dengan customer servicenya komplain mengapa top up belum masuk saja susah,negatif
LaKeisha Alexander,2,"gojek tuh kenapa sih, kalau emang ngga ada driver yang mau take orderan ya yaudah jangan bikin nunggu lama kalau kita mau nge-cancel. gila aja masa harus nunggu 1jam baru bisa di cancel, max 30 menit tuh udah lama banget lho. keburu mati kelaperan nunggu elu jek gojek males gue",2026-03-23 13:17:52,gojek tuh kenapa sih kalau emang ngga ada driver yang mau take orderan ya yaudah jangan bikin nunggu lama kalau kita mau ngecancel gila aja masa harus nunggu jam baru bisa di cancel max menit tuh udah lama banget lho keburu mati kelaperan nunggu elu jek gojek males gue,negatif
Christine Ayu,2,maaf ya rating kamu aku turunin karena alasan gofood. 1. terlalu lama dapat driver 2. terlalu lama sampai lebih dari 1 jam beda sama aplikasi sebelah. 3. customer service tidak membantu sama sekali.,2026-03-23 13:16:59,maaf ya rating kamu aku turunin karena alasan gofood terlalu lama dapat driver terlalu lama sampai lebih dari jam beda sama aplikasi sebelah customer service tidak membantu sama sekali,negatif
rara tasyaa,1,"kenapa sih susah bgt nyari gojek akhir² ini? udah 2x pesen makanan disini tapi selalu di batalin secara sepihak sama driver nya. akhirnya harus nunggu lama sampai driver nya dapet lagi, berujung saya batalkan karena keburu bete dan lapar. tolong dong di tindak lanjuti driver yang suka batalkan pesenan, supaya ga sesuka hati ngebatalin pesenan. kalau memang tidak memungkin ngambil, ya jangan di ambil. bener² mengecewakan banget gojek akhir² ini.",2026-03-23 13:12:15,kenapa sih susah bgt nyari gojek akhir ini udah x pesen makanan disini tapi selalu di batalin secara sepihak sama driver nya akhirnya harus nunggu lama sampai driver nya dapet lagi berujung saya batalkan karena keburu bete dan lapar tolong dong di tindak lanjuti driver yang suka batalkan pesenan supaya ga sesuka hati ngebatalin pesenan kalau memang tidak memungkin ngambil ya jangan di ambil bener mengecewakan banget gojek akhir ini,negatif
Pet,1,"Sekarang kalau gofood susah dapet driver sama ngantarnya lama bisa 1,5jam",2026-03-23 12:58:18,sekarang kalau gofood susah dapet driver sama ngantarnya lama bisa jam,negatif
sri yulianti,4,susaaaaahhhh bangettttt nyari driverrrr padahal udh pilih yg comfort jugaaa... alasan ny sama semuaa : maaf titik ny terlalu jauhhh,2026-03-23 12:51:11,susaaaaahhhh bangettttt nyari driverrrr padahal udh pilih yg comfort jugaaa alasan ny sama semuaa maaf titik ny terlalu jauhhh,positif
Ahmad Milano,1,susah dapat driver sekali dapat jauh malah driver nya yg minta dicancel,2026-03-23 12:49:34,susah dapat driver sekali dapat jauh malah driver nya yg minta dicancel,negatif
Aldi Arya,2,"aplikasi oke, driver yg sulit dicari hadeh, banyak nolak",2026-03-23 12:49:11,aplikasi oke driver yg sulit dicari hadeh banyak nolak,negatif
Delisha Arshiya,2,"cari driver susah.. baik go ride,gosend,go food.. ujan sedikit langsung driver ga ada yang ambil.. entah emang dari aplikasi nya apa drivernya hilang semua. percuma masuk dalam customer super star.. tidak sesuai dengan pelayanan yang didapat.",2026-03-23 12:44:36,cari driver susah baik go ridegosendgo food ujan sedikit langsung driver ga ada yang ambil entah emang dari aplikasi nya apa drivernya hilang semua percuma masuk dalam customer super star tidak sesuai dengan pelayanan yang didapat,negatif
suk adi,1,"Semakin lama pelayanan semakin buruk, Mau order menunggu berjam2 gak dapat driver",2026-03-23 12:44:05,semakin lama pelayanan semakin buruk mau order menunggu berjam gak dapat driver,negatif
Diro Joyo,1,membantu tapi menyulitkan,2026-03-23 12:43:39,membantu tapi menyulitkan,negatif
Dona Muhammad,2,Saya sudah 2 hari ini pesan gofood ndak ada driver. Sudah buat order lebih dari 1 jam juga ndak dapat driver. Mohon pelayanannya diperbaiki lagi.,2026-03-23 12:41:18,saya sudah hari ini pesan gofood ndak ada driver sudah buat order lebih dari jam juga ndak dapat driver mohon pelayanannya diperbaiki lagi,negatif
Herman Purboyo,5,cakkep,2026-03-23 12:36:22,cakkep,positif
Usep Saepudin,1,"koplok siah,,geus nungguan 1 jam lewih masih can menang driver malah d batalkeun,,baleug niat gawe teu gojek sadu,,aing k buru KA laparan",2026-03-23 12:29:59,koplok siahgeus nungguan jam lewih masih can menang driver malah d batalkeunbaleug niat gawe teu gojek saduaing k buru ka laparan,negatif
Ani Widiastuti,1,"estimasi tunggu untuk pembatalan pesanannya terlalu lama, untuk pesanan yg tidak dapat driver",2026-03-23 12:26:12,estimasi tunggu untuk pembatalan pesanannya terlalu lama untuk pesanan yg tidak dapat driver,negatif
Ganang Sigit,4,kelamaan order Udha setengah jam lebih gak ada yang dapat drivernya padahal disekitar ada sekarang jadi lelet,2026-03-23 12:25:27,kelamaan order udha setengah jam lebih gak ada yang dapat drivernya padahal disekitar ada sekarang jadi lelet,positif
Aditya Billy Musthofa,5,bagus sekali,2026-03-23 12:13:57,bagus sekali,positif
maya rizha,4,"kezel ih.. banyak promo yg berkurang di gopay n transport gojek, trus kalo pke gojek selalu jauh kenanya, kasian lho para driver update lebaran 2026 udah 30 menit dan tetap ga dpt armada",2026-03-23 12:13:11,kezel ih banyak promo yg berkurang di gopay n transport gojek trus kalo pke gojek selalu jauh kenanya kasian lho para driver update lebaran udah menit dan tetap ga dpt armada,positif
Hazman Ruby Farhani,1,kecewa belum bisa QRIS,2026-03-23 12:06:38,kecewa belum bisa qris,negatif
Ida Purnamasari,4,"akhir akhir ini sulit mendapat driver, terutama pada gofood. kenapa ya ko jadi begini? padahal jarak resto ke rumah itu dekat. mohon diperbaiki",2026-03-23 12:00:09,akhir akhir ini sulit mendapat driver terutama pada gofood kenapa ya ko jadi begini padahal jarak resto ke rumah itu dekat mohon diperbaiki,positif
Budi Azah,5,sangat memudahkan,2026-03-23 12:00:00,sangat memudahkan,positif
Ari Dewi,5,"pengiriman sesuai,c3pat",2026-03-23 11:54:23,pengiriman sesuaicpat,positif
Noe glenn,1,susah sekali nyari driver lama sekali,2026-03-23 11:53:08,susah sekali nyari driver lama sekali,negatif
Afit Farudi,5,ok,2026-03-23 11:42:16,ok,positif
DUNIA HEWAN,5,best,2026-03-23 11:37:31,best,positif
Nur Cahayati,5,suka bgt dr driver nya dan pelayanan ny slalu bagus.,2026-03-23 11:31:12,suka bgt dr driver nya dan pelayanan ny slalu bagus,positif
Fer Nando,2,susah dapet driver sekarang,2026-03-23 11:28:57,susah dapet driver sekarang,negatif
Riat Fatin,5,mantap men,2026-03-23 11:18:35,mantap men,positif
Almira athallah eddyson,1,kebanyakan iklan,2026-03-23 11:18:06,kebanyakan iklan,negatif
Kevin,3,enggak asik enggak ada ip gratis 🗿,2026-03-23 11:13:22,enggak asik enggak ada ip gratis,netral
Maria Nuban,5,nyaman murah aman,2026-03-23 11:13:10,nyaman murah aman,positif
Calvine Ardhya M,5,bagus sekali,2026-03-23 11:12:46,bagus sekali,positif
sonia S.M,5,👌👍👍,2026-03-23 11:12:35,,positif
Id Ku,1,jelek,2026-03-23 11:11:37,jelek,negatif
Poniman Saino,4,baik,2026-03-23 11:09:01,baik,positif
April Paserang,1,"JADI APLIKATOR RAKUS YA BEGINI, DRIVER SISA DIKIT!! Harga makin TINGGI diimbangi dengan pelayanan yang TINGGI tetapi nyatanya TIDAK. selain itu mitranya MALAS & pilih pilih orderan, harus di sortir & evaluasi kembali.",2026-03-23 11:05:11,jadi aplikator rakus ya begini driver sisa dikit harga makin tinggi diimbangi dengan pelayanan yang tinggi tetapi nyatanya tidak selain itu mitranya malas pilih pilih orderan harus di sortir evaluasi kembali,negatif
Muchlis,5,memudahkan,2026-03-23 11:04:08,memudahkan,positif
Aaronio Ricarta,1,iklan nya tolong dikurangi ganggu bener apa apaan 20 detik cuma buat iklan dengan tombol X kecil kek biji,2026-03-23 10:59:48,iklan nya tolong dikurangi ganggu bener apa apaan detik cuma buat iklan dengan tombol x kecil kek biji,negatif
Pengguna Google,5,aneh padahal udh order tpi dari system gojeknya malah ke order 2 kali,2026-03-23 10:55:22,aneh padahal udh order tpi dari system gojeknya malah ke order kali,positif
Raxel Muhammad,5,terbaik,2026-03-23 10:53:25,terbaik,positif
Mas Tony,1,apk buruk,2026-03-23 10:50:12,apk buruk,negatif
Crosby by,2,"Pesan makan 2 kali hampir 2 jam, ga ada yang jelas 😂, mau di bilang situasinya yang seperti ini seperti itu, tapi ga gini juga. Tahun sebelum2nya juga waktu lebaran ga gini kali. Maaf berkeluh kesah, karena dah kelaparan.",2026-03-23 10:37:35,pesan makan kali hampir jam ga ada yang jelas mau di bilang situasinya yang seperti ini seperti itu tapi ga gini juga tahun sebelumnya juga waktu lebaran ga gini kali maaf berkeluh kesah karena dah kelaparan,negatif
tiga brothers,5,bnyk promo nya dan pesanan cepat sampai,2026-03-23 10:32:38,bnyk promo nya dan pesanan cepat sampai,positif
Nurhayati Nuril,5,pelayanan bagus . driver sopan dan ramah . aplikasi sangat membantu,2026-03-23 10:32:18,pelayanan bagus driver sopan dan ramah aplikasi sangat membantu,positif
Afzar Hasiq,5,nyaman,2026-03-23 10:27:31,nyaman,positif
Dimasarya Saputra,5,makanan nya murah murah nga kayak aplikasi sebelah,2026-03-23 10:24:59,makanan nya murah murah nga kayak aplikasi sebelah,positif
